timestamp,source_ip,target_ip,source_port,target_port,packet_size,attack_mode,label,packet_length,packet_summary
2024-04-20T20:24:24.995035,192.168.1.100,192.168.31.185,38723,100,60,http,normal,80,IP / TCP 192.168.1.100:38723 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.000022,192.168.1.100,192.168.31.185,33173,100,60,http,normal,80,IP / TCP 192.168.1.100:33173 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.005009,192.168.1.100,192.168.31.185,5004,100,60,http,normal,80,IP / TCP 192.168.1.100:5004 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.011066,192.168.1.100,192.168.31.185,49786,100,60,http,normal,80,IP / TCP 192.168.1.100:49786 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.015321,192.168.1.100,192.168.31.185,54438,100,60,http,normal,80,IP / TCP 192.168.1.100:54438 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.020310,192.168.1.100,192.168.31.185,20484,100,60,http,normal,80,IP / TCP 192.168.1.100:20484 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.024299,192.168.1.100,192.168.31.185,13243,100,60,http,normal,80,IP / TCP 192.168.1.100:13243 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.028914,192.168.1.100,192.168.31.185,4743,100,60,http,normal,80,IP / TCP 192.168.1.100:4743 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.033872,192.168.1.100,192.168.31.185,8543,100,60,http,normal,80,IP / TCP 192.168.1.100:8543 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.037889,192.168.1.100,192.168.31.185,9122,100,60,http,normal,80,IP / TCP 192.168.1.100:9122 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.042849,192.168.1.100,192.168.31.185,27939,100,60,http,normal,80,IP / TCP 192.168.1.100:27939 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.046863,192.168.1.100,192.168.31.185,13769,100,60,http,normal,80,IP / TCP 192.168.1.100:13769 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.050857,192.168.1.100,192.168.31.185,6634,100,60,http,normal,80,IP / TCP 192.168.1.100:6634 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.055813,192.168.1.100,192.168.31.185,56179,100,60,http,normal,80,IP / TCP 192.168.1.100:56179 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.059832,192.168.1.100,192.168.31.185,53867,100,60,http,normal,80,IP / TCP 192.168.1.100:53867 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.064789,192.168.1.100,192.168.31.185,45490,100,60,http,normal,80,IP / TCP 192.168.1.100:45490 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.069776,192.168.1.100,192.168.31.185,5984,100,60,http,normal,80,IP / TCP 192.168.1.100:5984 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.074375,192.168.1.100,192.168.31.185,56205,100,60,http,normal,80,IP / TCP 192.168.1.100:56205 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.080359,192.168.1.100,192.168.31.185,60564,100,60,http,normal,80,IP / TCP 192.168.1.100:60564 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.084351,192.168.1.100,192.168.31.185,32428,100,60,http,normal,80,IP / TCP 192.168.1.100:32428 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.089337,192.168.1.100,192.168.31.185,1379,100,60,http,normal,80,IP / TCP 192.168.1.100:1379 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.093326,192.168.1.100,192.168.31.185,54730,100,60,http,normal,80,IP / TCP 192.168.1.100:54730 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.098313,192.168.1.100,192.168.31.185,11403,100,60,http,normal,80,IP / TCP 192.168.1.100:11403 > 192.168.31.185:http PA / Raw
2024-04-20T20:24:25.102302,192.168.1.100,192.168.31.185,36420,100,60,http,normal,80,IP / TCP 192.168.1.100:36420 > 192.168.31.185:http PA / Raw
